Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment,predicted_ltv,last_purchase_date,churned,churn_probability,action_code,action_label,action
13947.0,65,1,90.6,3,1,1,311,0,At Risk,0.0,2011-10-05 14:42:00,0,0.7490496,let_go,⚪ Let Go,⚪ Let Go
13948.0,361,1,102.0,1,1,1,111,1,Hibernating,0.0,2010-12-14 10:18:00,1,0.7762069,let_go,⚪ Let Go,⚪ Let Go
13949.0,3,6,2427.32,5,5,5,555,0,At Risk,1474.3714751056973,2011-12-07 09:35:00,0,0.014638047,nurture,🟢 Nurture,🟢 Nurture
13950.0,11,4,745.06,5,4,3,543,0,At Risk,216.63274763000157,2011-11-28 14:44:00,0,0.17762849,nurture,🟢 Nurture,🟢 Nurture
13951.0,176,3,674.45,2,3,3,233,1,Hibernating,164.98564304075097,2011-06-16 16:43:00,1,0.31598917,nurture,🟢 Nurture,🟢 Nurture
13952.0,218,2,3251.07,1,3,5,135,1,Hibernating,667.9193407478504,2011-05-06 09:00:00,1,0.7595764,retain,🔴 Retain Immediately,🔴 Retain Immediately
13953.0,7,7,3515.68,5,5,5,555,0,At Risk,760.2525418164304,2011-12-02 16:04:00,0,0.059670918,nurture,🟢 Nurture,🟢 Nurture
13954.0,2,2,439.92,5,3,2,532,0,At Risk,314.0995236493959,2011-12-08 12:50:00,0,0.08931765,nurture,🟢 Nurture,🟢 Nurture
13955.0,154,2,322.96,2,3,2,232,1,Hibernating,53.682118975128056,2011-07-08 17:19:00,1,0.75726354,let_go,⚪ Let Go,⚪ Let Go
13956.0,5,5,1019.27,5,4,4,544,0,At Risk,302.0713767136166,2011-12-04 13:20:00,0,0.19019839,nurture,🟢 Nurture,🟢 Nurture
13959.0,79,3,594.04,2,3,3,233,0,At Risk,112.33248090216321,2011-09-21 15:06:00,0,0.5657699,let_go,⚪ Let Go,⚪ Let Go
13960.0,21,2,230.22,4,3,1,431,0,At Risk,152.21931372368354,2011-11-18 15:27:00,0,0.14109792,monitor,🔵 Monitor,🔵 Monitor
13962.0,22,2,169.55,4,3,1,431,0,At Risk,29.875251739890736,2011-11-18 08:47:00,0,0.6558574,let_go,⚪ Let Go,⚪ Let Go
13963.0,308,4,664.54,1,4,3,143,1,Hibernating,137.11572587501354,2011-02-04 14:43:00,1,0.38523516,monitor,🔵 Monitor,🔵 Monitor
13967.0,146,1,80.7,2,1,1,211,1,Hibernating,0.0,2011-07-17 12:02:00,1,0.7589021,let_go,⚪ Let Go,⚪ Let Go
13969.0,7,18,9024.17,5,5,5,555,3,Loyal Customers,2002.1121687667735,2011-12-02 15:11:00,0,0.0051216776,nurture,🟢 Nurture,🟢 Nurture
13971.0,19,8,2758.26,4,5,5,455,0,At Risk,730.777398041017,2011-11-21 12:06:00,0,0.031989105,nurture,🟢 Nurture,🟢 Nurture
13972.0,71,2,190.25,3,3,1,331,0,At Risk,30.649505901512576,2011-09-30 11:54:00,0,0.6558574,let_go,⚪ Let Go,⚪ Let Go
13973.0,287,1,264.7,1,1,2,112,1,Hibernating,0.0,2011-02-25 15:21:00,1,0.7233779,let_go,⚪ Let Go,⚪ Let Go
13974.0,49,1,413.59000000000003,3,1,2,312,0,At Risk,0.0,2011-10-21 14:41:00,0,0.6658681,let_go,⚪ Let Go,⚪ Let Go
13975.0,31,6,2461.2400000000002,4,5,5,455,0,At Risk,589.0745886220899,2011-11-08 13:19:00,0,0.18100476,nurture,🟢 Nurture,🟢 Nurture
13976.0,207,1,357.98,1,1,2,112,1,Hibernating,0.0,2011-05-17 09:13:00,1,0.6658681,let_go,⚪ Let Go,⚪ Let Go
13978.0,15,2,196.79000000000002,4,3,1,431,0,At Risk,79.6397877030643,2011-11-25 11:36:00,0,0.534252,let_go,⚪ Let Go,⚪ Let Go
13979.0,73,1,869.87,2,1,3,213,0,At Risk,0.0,2011-09-27 13:32:00,0,0.6219095,let_go,⚪ Let Go,⚪ Let Go
13980.0,60,1,200.14,3,1,1,311,0,At Risk,0.0,2011-10-10 13:34:00,0,0.7252728,let_go,⚪ Let Go,⚪ Let Go
13982.0,39,4,1871.81,3,4,4,344,0,At Risk,385.73397521329764,2011-10-31 16:24:00,0,0.20922396,nurture,🟢 Nurture,🟢 Nurture
13983.0,30,12,2603.43,4,5,5,455,0,At Risk,536.6267466270383,2011-11-10 11:06:00,0,0.07518923,nurture,🟢 Nurture,🟢 Nurture
13984.0,27,5,920.51,4,4,3,443,0,At Risk,195.62430398754228,2011-11-13 12:38:00,0,0.17897081,nurture,🟢 Nurture,🟢 Nurture
13985.0,4,15,7060.13,5,5,5,555,3,Loyal Customers,2065.6983780536757,2011-12-05 17:06:00,0,0.005754514,nurture,🟢 Nurture,🟢 Nurture
13986.0,17,1,320.46,4,1,2,412,0,At Risk,0.0,2011-11-22 15:00:00,0,0.74204737,let_go,⚪ Let Go,⚪ Let Go
13988.0,20,6,4147.96,4,5,5,455,0,At Risk,1211.4685288106907,2011-11-20 10:15:00,0,0.14529999,nurture,🟢 Nurture,🟢 Nurture
13989.0,66,2,1266.08,3,3,4,334,0,At Risk,204.84367549309036,2011-10-05 09:47:00,0,0.81042856,retain,🔴 Retain Immediately,🔴 Retain Immediately
13990.0,213,1,311.3,1,1,2,112,1,Hibernating,0.0,2011-05-10 15:19:00,1,0.74204737,let_go,⚪ Let Go,⚪ Let Go
13991.0,12,6,851.88,5,5,3,553,0,At Risk,420.78974293932384,2011-11-27 16:18:00,0,0.027958049,nurture,🟢 Nurture,🟢 Nurture
13992.0,30,1,76.8,4,1,1,411,0,At Risk,0.0,2011-11-09 15:23:00,0,0.7589021,let_go,⚪ Let Go,⚪ Let Go
13993.0,43,9,3466.36,3,5,5,355,0,At Risk,821.3028774447351,2011-10-28 09:06:00,0,0.07723974,nurture,🟢 Nurture,🟢 Nurture
13994.0,4,6,2274.14,5,5,5,555,0,At Risk,1086.163484803777,2011-12-06 11:05:00,0,0.034596592,nurture,🟢 Nurture,🟢 Nurture
13995.0,15,5,1393.69,4,4,4,444,0,At Risk,396.7971579233513,2011-11-24 14:22:00,0,0.10244039,nurture,🟢 Nurture,🟢 Nurture
13999.0,10,12,3901.81,5,5,5,555,0,At Risk,850.0989456381611,2011-11-29 13:40:00,0,0.02659502,nurture,🟢 Nurture,🟢 Nurture
14000.0,211,1,635.66,1,1,3,113,1,Hibernating,0.0,2011-05-12 16:50:00,1,0.62328583,let_go,⚪ Let Go,⚪ Let Go
14001.0,46,3,2043.0800000000002,3,3,5,335,0,At Risk,498.1161988634673,2011-10-25 10:31:00,0,0.21690692,nurture,🟢 Nurture,🟢 Nurture
14002.0,134,2,529.73,2,3,3,233,0,At Risk,243.99341958535965,2011-07-28 15:55:00,1,0.46457016,nurture,🟢 Nurture,🟢 Nurture
14004.0,43,7,4582.64,3,5,5,355,0,At Risk,1113.4417679123396,2011-10-27 14:40:00,0,0.084169574,nurture,🟢 Nurture,🟢 Nurture
14005.0,10,5,2874.72,5,4,5,545,0,At Risk,1101.5039750857259,2011-11-30 12:41:00,0,0.06468681,nurture,🟢 Nurture,🟢 Nurture
14006.0,116,3,962.19,2,3,4,234,0,At Risk,222.15429226283732,2011-08-16 09:39:00,1,0.5852528,retain,🔴 Retain Immediately,🔴 Retain Immediately
14009.0,198,2,695.61,1,3,3,133,1,Hibernating,199.8121610774525,2011-05-25 15:47:00,1,0.59799975,retain,🔴 Retain Immediately,🔴 Retain Immediately
14012.0,278,1,328.8,1,1,2,112,1,Hibernating,0.0,2011-03-07 12:26:00,1,0.7176327,let_go,⚪ Let Go,⚪ Let Go
14013.0,110,3,473.02,2,3,2,232,0,At Risk,134.77430272209034,2011-08-21 15:01:00,1,0.5657699,let_go,⚪ Let Go,⚪ Let Go
14014.0,77,1,505.18,2,1,3,213,0,At Risk,0.0,2011-09-23 13:18:00,0,0.6685883,let_go,⚪ Let Go,⚪ Let Go
14015.0,53,1,917.34,3,1,3,313,0,At Risk,0.0,2011-10-18 10:02:00,0,0.6219095,let_go,⚪ Let Go,⚪ Let Go
14016.0,162,4,4291.21,2,4,5,245,1,Hibernating,977.0466945854098,2011-07-01 11:29:00,1,0.17746474,nurture,🟢 Nurture,🟢 Nurture
14019.0,47,3,1421.61,3,3,4,334,0,At Risk,706.1411097672251,2011-10-24 10:13:00,0,0.027809013,nurture,🟢 Nurture,🟢 Nurture
14020.0,17,2,642.8,4,3,3,433,0,At Risk,389.81338782367317,2011-11-23 09:22:00,0,0.050711457,nurture,🟢 Nurture,🟢 Nurture
14021.0,155,3,631.9,2,3,3,233,1,Hibernating,175.11913583162374,2011-07-07 15:46:00,1,0.31598917,nurture,🟢 Nurture,🟢 Nurture
14022.0,225,1,440.0,1,1,2,112,1,Hibernating,0.0,2011-04-28 14:39:00,1,0.64429915,let_go,⚪ Let Go,⚪ Let Go
14023.0,7,2,584.07,5,3,3,533,0,At Risk,166.01167660203583,2011-12-02 13:58:00,0,0.51217973,retain,🔴 Retain Immediately,🔴 Retain Immediately
14024.0,122,2,327.7,2,3,2,232,0,At Risk,65.61438012397268,2011-08-10 11:30:00,1,0.7088968,let_go,⚪ Let Go,⚪ Let Go
14027.0,61,1,104.82,3,1,1,311,0,At Risk,0.0,2011-10-10 09:01:00,0,0.7762069,let_go,⚪ Let Go,⚪ Let Go
14029.0,63,2,467.66,3,3,2,332,0,At Risk,258.4736775674812,2011-10-07 14:46:00,0,0.12960328,nurture,🟢 Nurture,🟢 Nurture
14030.0,18,8,2358.84,4,5,5,455,0,At Risk,409.6168728909536,2011-11-21 16:48:00,0,0.050563265,nurture,🟢 Nurture,🟢 Nurture
14031.0,7,19,17286.86,5,5,5,555,3,Loyal Customers,3518.3840090984518,2011-12-02 17:13:00,0,0.010384795,nurture,🟢 Nurture,🟢 Nurture
14032.0,2,11,2975.59,5,5,5,555,0,At Risk,626.4258140177731,2011-12-07 15:23:00,0,0.059703846,nurture,🟢 Nurture,🟢 Nurture
14034.0,22,3,648.89,4,3,3,433,0,At Risk,140.49702278294637,2011-11-17 14:02:00,0,0.5979983,let_go,⚪ Let Go,⚪ Let Go
14035.0,29,5,1428.02,4,4,4,444,0,At Risk,347.48329532431853,2011-11-11 10:03:00,0,0.09429009,nurture,🟢 Nurture,🟢 Nurture
14036.0,285,1,626.65,1,1,3,113,1,Hibernating,0.0,2011-02-28 09:26:00,1,0.62328583,let_go,⚪ Let Go,⚪ Let Go
14037.0,176,2,147.20000000000002,2,3,1,231,1,Hibernating,14.688942681494979,2011-06-16 13:57:00,1,0.8066033,let_go,⚪ Let Go,⚪ Let Go
14038.0,78,3,1560.38,2,3,4,234,0,At Risk,409.4814253188209,2011-09-22 13:37:00,0,0.3979535,nurture,🟢 Nurture,🟢 Nurture
14039.0,33,1,152.2,4,1,1,411,0,At Risk,0.0,2011-11-06 13:48:00,0,0.7986125,let_go,⚪ Let Go,⚪ Let Go
14040.0,41,12,3560.32,3,5,5,355,0,At Risk,840.4385390242609,2011-10-30 12:42:00,0,0.029890178,nurture,🟢 Nurture,🟢 Nurture
14041.0,266,1,141.41,1,1,1,111,1,Hibernating,0.0,2011-03-18 13:25:00,1,0.8024771,let_go,⚪ Let Go,⚪ Let Go
14044.0,27,4,646.42,4,4,3,443,0,At Risk,148.8311214240236,2011-11-13 12:05:00,0,0.2680767,monitor,🔵 Monitor,🔵 Monitor
14045.0,109,4,1659.75,2,4,4,244,0,At Risk,381.5448804977297,2011-08-22 15:27:00,1,0.20880115,nurture,🟢 Nurture,🟢 Nurture
14046.0,284,1,151.59,1,1,1,111,1,Hibernating,0.0,2011-02-28 14:48:00,1,0.7604684,let_go,⚪ Let Go,⚪ Let Go
14047.0,9,5,1308.6100000000001,5,4,4,544,0,At Risk,256.8453447521604,2011-12-01 11:43:00,0,0.15226768,nurture,🟢 Nurture,🟢 Nurture
14048.0,305,1,409.93,1,1,2,112,1,Hibernating,0.0,2011-02-07 14:53:00,1,0.6658681,let_go,⚪ Let Go,⚪ Let Go
14049.0,17,4,5578.72,4,4,5,445,0,At Risk,1380.8493311178754,2011-11-23 12:20:00,0,0.064870976,nurture,🟢 Nurture,🟢 Nurture
14050.0,32,2,746.36,4,3,3,433,0,At Risk,284.04377800657346,2011-11-08 10:00:00,0,0.47083154,nurture,🟢 Nurture,🟢 Nurture
14051.0,1,23,15610.390000000001,5,5,5,555,3,Loyal Customers,3408.402449171692,2011-12-09 10:20:00,0,0.010384795,nurture,🟢 Nurture,🟢 Nurture
14052.0,20,1,225.36,4,1,1,411,0,At Risk,0.0,2011-11-20 12:30:00,0,0.7233779,let_go,⚪ Let Go,⚪ Let Go
14053.0,124,2,260.25,2,3,2,232,0,At Risk,85.34617656309553,2011-08-07 14:27:00,1,0.5318899,let_go,⚪ Let Go,⚪ Let Go
14054.0,65,1,92.46,3,1,1,311,0,At Risk,0.0,2011-10-05 15:49:00,0,0.7490496,let_go,⚪ Let Go,⚪ Let Go
14055.0,106,1,725.6400000000001,2,1,3,213,0,At Risk,0.0,2011-08-25 15:04:00,1,0.6470802,let_go,⚪ Let Go,⚪ Let Go
14056.0,1,23,8152.71,5,5,5,555,3,Loyal Customers,2165.3960932697964,2011-12-08 13:36:00,0,0.0051216776,nurture,🟢 Nurture,🟢 Nurture
14057.0,24,17,6211.66,4,5,5,455,3,Loyal Customers,1241.2921559508632,2011-11-16 10:32:00,0,0.022378448,nurture,🟢 Nurture,🟢 Nurture
14059.0,267,1,183.6,1,1,1,111,1,Hibernating,0.0,2011-03-18 10:06:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
14060.0,5,19,6140.42,5,5,5,555,3,Loyal Customers,1305.9591963647983,2011-12-05 12:29:00,0,0.022378448,nurture,🟢 Nurture,🟢 Nurture
14062.0,10,12,10464.85,5,5,5,555,3,Loyal Customers,2236.0246031696893,2011-11-30 10:04:00,0,0.025274958,nurture,🟢 Nurture,🟢 Nurture
14064.0,29,5,1334.34,4,4,4,444,0,At Risk,381.0721017410825,2011-11-10 13:14:00,0,0.10750966,nurture,🟢 Nurture,🟢 Nurture
14066.0,267,1,152.55,1,1,1,111,1,Hibernating,0.0,2011-03-18 12:21:00,1,0.7986125,let_go,⚪ Let Go,⚪ Let Go
14067.0,64,2,374.7,3,3,2,332,0,At Risk,178.18559174505916,2011-10-07 10:21:00,0,0.10552482,nurture,🟢 Nurture,🟢 Nurture
14068.0,320,1,265.85,1,1,2,112,1,Hibernating,0.0,2011-01-23 16:02:00,1,0.7233779,let_go,⚪ Let Go,⚪ Let Go
14071.0,4,8,1422.75,5,5,4,554,0,At Risk,392.1143059743732,2011-12-06 12:27:00,0,0.031842176,nurture,🟢 Nurture,🟢 Nurture
14073.0,32,1,151.04,4,1,1,411,0,At Risk,0.0,2011-11-07 15:49:00,0,0.7604684,let_go,⚪ Let Go,⚪ Let Go
14075.0,5,3,942.26,5,3,4,534,0,At Risk,251.50804626543407,2011-12-05 08:38:00,0,0.31940025,nurture,🟢 Nurture,🟢 Nurture
14076.0,129,1,118.67,2,1,1,211,0,At Risk,0.0,2011-08-02 15:19:00,1,0.7762069,let_go,⚪ Let Go,⚪ Let Go
14077.0,41,5,499.41999999999996,3,4,3,343,0,At Risk,127.58202928019654,2011-10-30 12:35:00,0,0.36586222,monitor,🔵 Monitor,🔵 Monitor
14078.0,102,6,1049.37,2,5,4,254,0,At Risk,222.93263868319752,2011-08-30 12:16:00,1,0.32823,nurture,🟢 Nurture,🟢 Nurture
14079.0,125,1,375.1,2,1,2,212,0,At Risk,0.0,2011-08-07 12:10:00,1,0.6658681,let_go,⚪ Let Go,⚪ Let Go
14080.0,33,1,45.599999999999994,4,1,1,411,0,At Risk,0.0,2011-11-07 11:09:00,0,0.7398539,let_go,⚪ Let Go,⚪ Let Go
14081.0,302,2,921.62,1,3,3,133,1,Hibernating,186.334000824195,2011-02-10 16:17:00,1,0.7415905,retain,🔴 Retain Immediately,🔴 Retain Immediately
14082.0,365,1,182.25,1,1,1,111,1,Hibernating,0.0,2010-12-10 11:02:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
14083.0,4,9,1002.9,5,5,4,554,0,At Risk,168.74050011812102,2011-12-05 13:14:00,0,0.123029456,nurture,🟢 Nurture,🟢 Nurture
14085.0,2,18,4421.29,5,5,5,555,3,Loyal Customers,941.4143356506263,2011-12-07 13:46:00,0,0.020117356,nurture,🟢 Nurture,🟢 Nurture
14087.0,3,1,191.47,5,1,1,511,0,At Risk,0.0,2011-12-07 12:41:00,0,0.7252728,let_go,⚪ Let Go,⚪ Let Go
14088.0,10,13,50491.81,5,5,5,555,3,Loyal Customers,11247.05730570644,2011-11-29 16:16:00,0,0.011688899,nurture,🟢 Nurture,🟢 Nurture
14089.0,57,1,158.75,3,1,1,311,0,At Risk,0.0,2011-10-14 10:38:00,0,0.7986125,let_go,⚪ Let Go,⚪ Let Go
14090.0,325,1,76.32000000000001,1,1,1,111,1,Hibernating,0.0,2011-01-19 10:51:00,1,0.76284915,let_go,⚪ Let Go,⚪ Let Go
14092.0,8,14,4076.91,5,5,5,555,3,Loyal Customers,910.4847827448473,2011-12-02 12:13:00,0,0.0135781765,nurture,🟢 Nurture,🟢 Nurture
14093.0,12,1,433.86,5,1,2,512,0,At Risk,0.0,2011-11-27 16:27:00,0,0.64429915,let_go,⚪ Let Go,⚪ Let Go
14096.0,4,17,53258.43,5,5,5,555,3,Loyal Customers,36417.55639581153,2011-12-05 17:17:00,0,0.0119413175,nurture,🟢 Nurture,🟢 Nurture
14098.0,37,1,147.35,3,1,1,311,0,At Risk,0.0,2011-11-03 10:13:00,0,0.7604684,let_go,⚪ Let Go,⚪ Let Go
14099.0,16,11,3104.17,4,5,5,455,0,At Risk,657.6769974742984,2011-11-23 13:53:00,0,0.07010872,nurture,🟢 Nurture,🟢 Nurture
14100.0,138,1,191.95000000000002,2,1,1,211,0,At Risk,0.0,2011-07-25 11:01:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
14101.0,74,6,5976.79,2,5,5,255,0,At Risk,1438.1000127585435,2011-09-27 12:28:00,0,0.03159435,nurture,🟢 Nurture,🟢 Nurture
14102.0,5,5,1105.8799999999999,5,4,4,544,0,At Risk,1184.079833963859,2011-12-04 15:38:00,0,0.012030425,nurture,🟢 Nurture,🟢 Nurture
14104.0,155,2,216.20999999999998,2,3,1,231,1,Hibernating,81.96304131961855,2011-07-08 12:50:00,1,0.5318899,let_go,⚪ Let Go,⚪ Let Go
14105.0,239,1,1266.23,1,1,4,114,1,Hibernating,0.0,2011-04-14 17:58:00,1,0.7434049,let_go,⚪ Let Go,⚪ Let Go
14107.0,52,7,2703.23,3,5,5,355,0,At Risk,572.2649539206632,2011-10-19 12:12:00,0,0.08302322,nurture,🟢 Nurture,🟢 Nurture
14108.0,31,2,597.91,4,3,3,433,0,At Risk,346.22877378883976,2011-11-09 10:41:00,0,0.04436371,nurture,🟢 Nurture,🟢 Nurture
14109.0,73,1,144.2,2,1,1,211,0,At Risk,0.0,2011-09-28 10:18:00,0,0.79090285,let_go,⚪ Let Go,⚪ Let Go
14110.0,4,12,5683.15,5,5,5,555,0,At Risk,1487.1887285500209,2011-12-06 12:26:00,0,0.076666296,nurture,🟢 Nurture,🟢 Nurture
14111.0,14,4,692.85,5,4,3,543,0,At Risk,233.33638078355682,2011-11-25 13:44:00,0,0.1354677,nurture,🟢 Nurture,🟢 Nurture
14112.0,23,7,2915.15,4,5,5,455,0,At Risk,758.3516309576755,2011-11-17 12:30:00,0,0.07284599,nurture,🟢 Nurture,🟢 Nurture
14113.0,4,4,1840.42,5,4,4,544,0,At Risk,386.75767335201783,2011-12-06 12:18:00,0,0.18699072,nurture,🟢 Nurture,🟢 Nurture
14114.0,274,2,386.53,1,3,2,132,1,Hibernating,80.22814057468986,2011-03-11 09:42:00,1,0.67891705,let_go,⚪ Let Go,⚪ Let Go
14116.0,20,5,1382.74,4,4,4,444,0,At Risk,703.5099423355892,2011-11-20 10:29:00,0,0.01630114,nurture,🟢 Nurture,🟢 Nurture
14117.0,144,1,90.0,2,1,1,211,1,Hibernating,0.0,2011-07-19 09:49:00,1,0.78954464,let_go,⚪ Let Go,⚪ Let Go
14121.0,4,4,2780.15,5,4,5,545,0,At Risk,2950.3244065884105,2011-12-06 12:19:00,0,0.009015447,nurture,🟢 Nurture,🟢 Nurture
14124.0,84,1,419.58000000000004,2,1,2,212,0,At Risk,0.0,2011-09-16 13:32:00,0,0.64429915,let_go,⚪ Let Go,⚪ Let Go
14125.0,11,3,2720.63,5,3,5,535,0,At Risk,1494.812199939815,2011-11-29 12:47:00,0,0.05976481,nurture,🟢 Nurture,🟢 Nurture
14126.0,8,3,706.1300000000001,5,3,3,533,0,At Risk,231.35972751582548,2011-12-02 11:45:00,0,0.2603254,nurture,🟢 Nurture,🟢 Nurture
14127.0,123,3,709.71,2,3,3,233,0,At Risk,134.71073138694646,2011-08-09 10:49:00,1,0.6052222,let_go,⚪ Let Go,⚪ Let Go
14128.0,61,2,637.5,3,3,3,333,0,At Risk,174.03079834791072,2011-10-10 12:00:00,0,0.5809057,retain,🔴 Retain Immediately,🔴 Retain Immediately
14129.0,2,5,1123.8600000000001,5,4,4,544,0,At Risk,278.4332911574885,2011-12-08 11:02:00,0,0.19790444,nurture,🟢 Nurture,🟢 Nurture
14130.0,319,1,480.91,1,1,2,112,1,Hibernating,0.0,2011-01-24 16:05:00,1,0.6685883,let_go,⚪ Let Go,⚪ Let Go
14132.0,2,11,3586.0299999999997,5,5,5,555,0,At Risk,1420.9167543590288,2011-12-07 13:35:00,0,0.11660608,nurture,🟢 Nurture,🟢 Nurture
14133.0,130,3,605.64,2,3,3,233,0,At Risk,124.98060189457703,2011-08-02 11:34:00,1,0.5979983,let_go,⚪ Let Go,⚪ Let Go
14135.0,2,15,4690.31,5,5,5,555,3,Loyal Customers,958.39358340078,2011-12-08 11:38:00,0,0.0135781765,nurture,🟢 Nurture,🟢 Nurture
14138.0,2,2,965.8800000000001,5,3,4,534,0,At Risk,542.3875580861504,2011-12-08 12:44:00,0,0.0144268945,nurture,🟢 Nurture,🟢 Nurture
14139.0,46,1,415.82,3,1,2,312,0,At Risk,0.0,2011-10-24 13:34:00,0,0.6658681,let_go,⚪ Let Go,⚪ Let Go
14140.0,4,2,935.05,5,3,4,534,0,At Risk,931.9553750378279,2011-12-06 09:05:00,0,0.006758042,nurture,🟢 Nurture,🟢 Nurture
14141.0,3,4,915.13,5,4,3,543,0,At Risk,487.9884734839698,2011-12-07 09:53:00,0,0.012055682,nurture,🟢 Nurture,🟢 Nurture
14142.0,373,1,311.81,1,1,2,112,1,Hibernating,0.0,2010-12-01 16:33:00,1,0.74204737,let_go,⚪ Let Go,⚪ Let Go
14143.0,134,1,115.8,2,1,1,211,0,At Risk,0.0,2011-07-29 09:48:00,1,0.7762069,let_go,⚪ Let Go,⚪ Let Go
14145.0,47,4,3742.2,3,4,5,345,0,At Risk,1111.4020496323024,2011-10-24 12:10:00,0,0.13642131,nurture,🟢 Nurture,🟢 Nurture
14146.0,9,5,4191.0,5,4,5,545,0,At Risk,803.4919320266163,2011-12-01 10:18:00,0,0.095130995,nurture,🟢 Nurture,🟢 Nurture
14147.0,78,2,483.4,2,3,3,233,0,At Risk,142.8695398978267,2011-09-22 18:10:00,0,0.6592904,let_go,⚪ Let Go,⚪ Let Go
14148.0,234,1,157.2,1,1,1,111,1,Hibernating,0.0,2011-04-20 12:02:00,1,0.7986125,let_go,⚪ Let Go,⚪ Let Go
14149.0,221,1,446.62,1,1,2,112,1,Hibernating,0.0,2011-05-03 09:44:00,1,0.64429915,let_go,⚪ Let Go,⚪ Let Go
14150.0,36,2,658.64,3,3,3,333,0,At Risk,135.62592206329438,2011-11-04 10:05:00,0,0.68840057,let_go,⚪ Let Go,⚪ Let Go
14152.0,75,2,621.29,2,3,3,233,0,At Risk,173.6514382279846,2011-09-25 12:54:00,0,0.5809057,retain,🔴 Retain Immediately,🔴 Retain Immediately
14154.0,239,2,1345.62,1,3,4,134,1,Hibernating,0.0,2011-04-14 16:26:00,1,0.7733586,let_go,⚪ Let Go,⚪ Let Go
14155.0,266,1,118.75,1,1,1,111,1,Hibernating,0.0,2011-03-18 14:13:00,1,0.7762069,let_go,⚪ Let Go,⚪ Let Go
14156.0,10,54,116560.08,5,5,5,555,2,Champions,25753.549456496883,2011-11-30 10:54:00,0,0.0119413175,nurture,🟢 Nurture,🟢 Nurture
14157.0,20,2,424.89000000000004,4,3,2,432,0,At Risk,74.83489257697263,2011-11-20 11:32:00,0,0.68981206,let_go,⚪ Let Go,⚪ Let Go
14158.0,40,1,507.66,3,1,3,313,0,At Risk,0.0,2011-10-30 15:08:00,0,0.6685883,let_go,⚪ Let Go,⚪ Let Go
14159.0,20,11,4627.98,4,5,5,455,0,At Risk,1050.5414509383045,2011-11-20 12:36:00,0,0.075116955,nurture,🟢 Nurture,🟢 Nurture
14161.0,216,3,1097.6200000000001,1,3,4,134,1,Hibernating,235.79652004937583,2011-05-08 11:41:00,1,0.40051743,nurture,🟢 Nurture,🟢 Nurture
14162.0,174,2,289.36,2,3,2,232,1,Hibernating,52.992369640293134,2011-06-19 11:36:00,1,0.7528606,let_go,⚪ Let Go,⚪ Let Go
14163.0,87,4,2445.91,2,4,5,245,0,At Risk,795.2198752944979,2011-09-13 15:18:00,0,0.11525118,nurture,🟢 Nurture,🟢 Nurture
14164.0,71,2,1631.77,3,3,4,334,0,At Risk,478.85078507309294,2011-09-30 12:24:00,0,0.5200807,retain,🔴 Retain Immediately,🔴 Retain Immediately
14165.0,276,1,120.44,1,1,1,111,1,Hibernating,0.0,2011-03-09 12:39:00,1,0.7842942,let_go,⚪ Let Go,⚪ Let Go
14167.0,39,4,562.59,3,4,3,343,0,At Risk,121.8285931356605,2011-10-31 14:29:00,0,0.53901434,let_go,⚪ Let Go,⚪ Let Go
14171.0,98,1,363.79,2,1,2,212,0,At Risk,0.0,2011-09-02 16:43:00,1,0.6658681,let_go,⚪ Let Go,⚪ Let Go
14173.0,11,4,450.84,5,4,2,542,0,At Risk,156.61394574235322,2011-11-29 11:54:00,0,0.1781912,monitor,🔵 Monitor,🔵 Monitor
14174.0,33,1,134.46,4,1,1,411,0,At Risk,0.0,2011-11-06 13:17:00,0,0.79418945,let_go,⚪ Let Go,⚪ Let Go
14175.0,60,3,3222.3,3,3,5,335,0,At Risk,929.3447515809069,2011-10-11 11:55:00,0,0.3343136,nurture,🟢 Nurture,🟢 Nurture
14176.0,297,4,576.9000000000001,1,4,3,143,1,Hibernating,121.94850636666698,2011-02-15 13:12:00,1,0.53901434,let_go,⚪ Let Go,⚪ Let Go
14177.0,86,4,549.46,2,4,3,243,0,At Risk,243.38342791184155,2011-09-14 15:11:00,0,0.14573582,nurture,🟢 Nurture,🟢 Nurture
14178.0,9,7,1580.26,5,5,4,554,0,At Risk,625.6222773440606,2011-12-01 12:01:00,0,0.02825805,nurture,🟢 Nurture,🟢 Nurture
14179.0,41,2,701.57,3,3,3,333,0,At Risk,294.0918906854611,2011-10-30 12:07:00,0,0.47083154,nurture,🟢 Nurture,🟢 Nurture
14180.0,11,25,4748.52,5,5,5,555,3,Loyal Customers,1016.9087024582614,2011-11-29 10:56:00,0,0.044565838,nurture,🟢 Nurture,🟢 Nurture
14184.0,67,1,452.89,3,1,2,312,0,At Risk,0.0,2011-10-04 12:43:00,0,0.64429915,let_go,⚪ Let Go,⚪ Let Go
14185.0,331,1,197.65,1,1,1,111,1,Hibernating,0.0,2011-01-12 13:52:00,1,0.7252728,let_go,⚪ Let Go,⚪ Let Go
14188.0,31,6,2054.36,4,5,5,455,0,At Risk,477.87733258473895,2011-11-09 12:45:00,0,0.10337832,nurture,🟢 Nurture,🟢 Nurture
